block_number,log_index,z,trade_size_usdc,adverse_slippage,z_cap_roll,scale_roll,size_eff_roll,cost_eff_roll
410751579,216,3.3705732464128055e-07,21937458180.79905,0.0005190848006041651,,,,
410751584,74,7.407968143704247e-07,48214941339.77354,0.0005416304384024764,,,,
410751586,27,2.0341142653827324e-06,132390823072.28194,0.0006138660195387078,,,,
410751587,15,1.7940611829191843e-08,1167669096.524487,0.0,,,,
410751587,39,8.534960718562677e-07,55550000000.0,0.0005479206925522329,,,,
410751597,81,8.952293881382371e-07,58266223068.74987,0.0005502485185852705,,,,
410751597,87,5.5144959293577846e-08,3589123125.190109,0.0,,,,
410751597,171,8.534960718562677e-07,55550000000.0,0.0005479135771340606,,,,
410751739,18,7.37115138317232e-07,48037578577.952324,0.0,,,,
410751743,79,2.590830252048504e-06,168624818844.54556,0.0,,,,
410751776,43,6.716951581073021e-07,43717443188.3551,0.0,,,,
410751784,3,7.378619974139539e-07,48023928062.37511,0.0,,,,
410751823,47,7.077660241769494e-07,46065124303.993965,0.0,,,,
410751956,68,5.928154237065376e-07,38583536436.526054,0.0,,,,
410751958,9,7.084814680170352e-07,46111689140.81896,0.0,,,,
410751963,43,8.341692175638151e-07,54292106974.65688,0.0,,,,
410751964,66,1.6389749437302779e-06,106673083950.11488,0.0,,,,
410752152,3,8.568964760995374e-07,55577612759.57498,0.0,,,,
410752240,61,8.945226624795168e-07,58018016792.70252,0.0,,,,
410752241,79,2.65982748416872e-06,172514260526.88315,0.0,,,,
410752241,142,9.726708105902037e-07,63086642507.378876,0.0,,,,
410752243,81,2.428402117411831e-07,15750419831.388023,0.0,,,,
410752243,87,3.1129468100809257e-07,20190321372.23248,0.0,,,,
410752243,99,2.254571389005117e-07,14622967778.710781,0.0,,,,
410752821,3,2.5761171141541933e-06,167084873595.79755,0.0006442255542515331,,,,
410752821,54,8.869899359827869e-07,57529450241.274185,0.0005498201260231245,,,,
410752903,39,6.67864924006255e-07,43317179096.21901,0.0005375743965308692,,,,
410752905,31,7.629672602777744e-07,49485439749.931175,0.0005428835522195844,,,,
410752917,14,6.472863940005936e-07,41982472274.89805,0.0005364169183782846,,,,
410752919,15,7.561271637185735e-07,49041796616.35712,0.0005424986149745363,,,,
410752927,28,6.115497920647643e-07,39802867370.335846,0.0005344175312821976,,,,
410752929,19,6.795530065143726e-07,44228873168.41748,0.0005382204182859625,,,,
410752960,15,7.365014097748128e-07,47935373884.04139,0.0005413965747409508,,,,
410752966,32,7.076566114285607e-07,46058003148.57989,0.0005397826632807975,,,,
410752968,36,7.086953519148608e-07,46125609826.474106,0.0005398391457712954,,,,
410752970,6,6.231903629388728e-07,40560496764.75164,0.0005350604689005618,,,,
410752983,85,1.7766517535132843e-06,115633812693.49678,0.000599486269364037,,,,
410752983,118,7.072826981851624e-07,46033666913.93782,0.0005397525634498708,,,,
410752984,14,9.564467450903089e-07,62250569676.569145,0.000553668277005448,,,,
410753337,31,2.519822506648808e-06,164003262416.78806,0.0,,,,
410753337,41,2.7602123695009874e-07,17964909527.035435,0.0,,,,
410753339,31,8.319574872832126e-07,54148155969.914406,0.0,,,,
410753374,10,8.425634159273369e-07,54838445422.447845,0.0,,,,
410753391,80,7.086679914351744e-07,46123829062.980644,0.0,,,,
410753536,27,8.695796855411507e-07,56596805919.38999,0.0005488303901908747,,,,
410753615,31,6.80241016909476e-07,44273652492.78493,0.0005382517188264593,,,,
410753682,12,8.263727112144769e-07,53784669457.383026,0.0005464115353980473,,,,
410753714,70,6.535298079575041e-07,42535146943.42146,0.0005367583859852845,,,,
410753715,13,1.8955196704610448e-06,123370360059.30597,0.0006061187340093039,,,,
410753919,10,5.307492506152454e-07,34543944423.2638,0.0005298982092560036,,,,
410754060,25,8.556601673865602e-07,55690850685.40068,0.0,,,,
410754079,135,7.964655542892394e-07,51838154854.70455,0.0,,,,
410754085,4,7.603973891547486e-07,49490649530.08909,0.0,,,,
410754665,7,1.2209652746654884e-06,79466822688.6577,0.0,,,,
410754665,22,1.2633664327681793e-06,82226512405.19237,0.0,,,,
410754677,108,8.134760142990189e-07,52945284793.20341,0.0,,,,
410754920,123,2.577670042105424e-06,167768283370.69373,0.00064424451085749,,,,
410754966,13,6.208861902226593e-07,40410529121.54119,0.0005349362085762786,,,,
410755310,27,1.4217327901653707e-06,92533825401.11612,0.0,,,,
410755317,14,8.294413009647551e-07,53984389369.692894,0.0,,,,
410755326,27,9.050373546351429e-07,58904576960.3128,0.0,,,,
410755433,24,8.946655722415125e-07,58229526973.59981,0.0,,,,
410755447,9,8.946305017980958e-07,58227244405.23653,0.0,,,,
410755449,16,8.945924050705626e-07,58224764870.43343,0.0,,,,
410755750,3,1.4831200417149064e-06,96193967011.7407,0.0005829932201067205,,,,
410755761,26,8.054039249092918e-07,52419910886.53257,0.0005452487129233162,,,,
410755762,101,1.8583398249593443e-06,120950500746.85764,0.0006040634695893708,,,,
410755825,7,7.426800702031355e-07,48337513504.961784,0.0005417361818737448,,,,
410755839,6,3.1995171347238664e-07,20824135305.902355,0.0,,,,
410755965,4,9.84443804244919e-08,6407276509.998346,0.0,,,,
410756042,38,1.0764776721756489e-06,70062811840.8348,0.000560381196266648,,,,
410756042,56,1.4138174576481088e-06,92018654053.72186,0.0005792184281894836,,,,
410756043,24,5.985923215187854e-08,3895952723.959141,0.0005036397401834977,,,,
410756212,25,5.81052188363755e-07,37817923395.249374,0.0,,,,
410756218,3,1.0044247915754404e-06,65373232533.64892,0.0,,,,
410756220,4,7.88114492624641e-07,51294623969.48383,0.0,,,,
410756228,9,9.811441643791274e-07,63858007234.55348,0.0,,,,
410756229,8,4.792428856650883e-07,31191640098.34939,0.0,,,,
410756230,7,4.7369987910585603e-07,30830872164.531406,0.0,,,,
410756246,8,3.663715649761886e-07,23845382662.586674,0.0,,,,
410756258,11,2.9670375800090556e-07,19311036453.986073,0.0,,,,
410756261,8,2.96701755362898e-07,19310906111.802917,0.0,,,,
410756262,52,2.5025770646503995e-06,162880838618.2484,0.0,,,,
410756265,76,5.834533942149854e-07,37842315508.802925,0.0,,,,
410756270,16,6.202678292912303e-07,40230070008.55697,0.0,,,,
410756275,8,2.9775842534087405e-07,19312370771.81493,0.0,,,,
410756279,8,2.9775584049542654e-07,19312203120.828686,0.0,,,,
410756297,8,5.965779251983502e-07,38693561979.04721,0.0,,,,
410756308,36,8.943742415095414e-07,58008390328.56739,0.0,,,,
410756373,56,6.524220138862557e-07,42315564429.25597,0.0,,,,
410756384,88,7.527041006481728e-07,48819779512.67581,0.0,,,,
410756385,21,6.63944191181575e-07,43062883534.57113,0.0,,,,
410756393,16,6.371193696492071e-07,41323047294.075874,0.0,,,,
410756396,6,8.304475937083283e-07,53862159627.881386,0.0,,,,
410756415,8,6.612760084972566e-07,42889827362.51655,0.0,,,,
410756484,97,6.924071008194183e-07,44908964845.42375,0.0,,,,
410756551,88,2.615222294404563e-06,168136098307.64114,0.000645608706347156,,,,
410756552,189,9.580478211418847e-07,62138207232.39052,0.0005537956951011814,,,,
410756553,17,5.097537902357017e-07,33062218770.46734,0.000528743311450838,,,,
410756553,67,5.121779331340191e-07,33219446719.273735,0.0005288821159765572,,,,
410756553,89,6.576902601146453e-07,42657258620.99345,0.0005370094883175849,,,,
410756553,164,4.6223749503121404e-08,2998035027.37437,0.0005028922836608397,,,,
410756553,185,2.496989681523299e-07,16195273227.875433,0.000514204631147594,,,,
410756553,243,3.534343352957363e-07,22923465285.347347,0.000520002885303333,,,,
410756554,16,1.9421136606815915e-07,12596392210.615646,0.0005111150954911776,,,,
410756554,50,2.3898807585944193e-07,15500573412.00818,0.0005136156743357279,,,,
410756554,62,2.8348815630191186e-07,18386812657.45262,0.0005161068886300897,,,,
410756554,95,2.5690046418155094e-07,16662356438.934372,0.000514610523707771,,,,
410756554,127,2.524054168004363e-08,1637081129.940866,0.0005018347578024295,,,,
410756554,193,5.010845844640465e-07,32499941091.950947,0.0005282539730232953,,,,
410756554,210,1.190858374034369e-10,7723811.149842,0.0005318651493350719,,,,
410756555,104,1.0170614425215295e-06,65965783010.864235,0.0005570811802059927,,,,
410756561,3,5.780252065270039e-07,37490247643.28648,0.0005325506731459013,,,,
410756592,13,6.118713726033709e-07,39685482615.13632,0.0005344346210621022,,,,
410756596,21,8.814882030721969e-07,57371874687.32337,0.0005494992332985357,,,,
410756607,115,6.404152649324487e-07,41681583712.06718,0.0005360347275265152,,,,
410756609,68,6.750879937738674e-07,43938266725.208405,0.0005379666360904346,,,,
410756611,79,1.2161625268934886e-06,79154234678.55199,0.0005681874646747432,,,,
410756611,110,1.2791182137236584e-06,83251720910.45685,0.0005717010128802779,,,,
410756611,150,1.0596953753314055e-07,6897053195.761265,0.0005061946086716124,,,,
410756614,5,7.780508637135372e-07,50639630227.338104,0.000543710193270198,,,,
410756631,72,9.67519637886368e-07,62971251604.821365,0.0005542907619042307,,,,
410756641,30,6.382244986944654e-07,41538997157.15159,0.0005358978588640163,,,,
410756643,105,8.744901950249265e-07,56916407626.78916,0.0005490913965321425,,,,
410756645,77,8.569408194800326e-07,55774202239.24869,0.0005481113181173447,,,,
410756743,72,7.066083095426275e-07,46049457444.29911,0.0,,,,
410756743,106,7.875258688750132e-07,51256313249.17705,0.0,,,,
410756743,167,2.1579715238309593e-06,140452102946.52332,0.0,,,,
410756745,54,4.878226467717064e-08,3175005594.253256,0.0,,,,
410756746,10,3.385654526906135e-07,22035615062.71444,0.0,,,,
410756760,3,8.948189573289598e-07,58239510079.42613,0.0,,,,
410756900,11,5.228267549814676e-06,340283068626.8406,0.0007922767661159763,,,,
410756901,35,3.0035128113594267e-06,195738053915.0867,0.0,,,,
410756907,3,6.512449943928797e-07,42560270122.903015,0.0,,,,
410756918,7,6.199892800364349e-07,40517641530.978546,0.0,,,,
410756947,26,2.462609072523233e-06,160936833658.75,0.0,,,,
410757042,13,5.949914261717451e-07,38883977668.47794,0.0,,,,
410757049,32,5.910489517700503e-07,38626328432.1177,0.0,,,,
410757054,25,8.420145297402562e-07,55027472213.529655,0.0,,,,
410757060,36,1.044291225573345e-06,68246692151.25863,0.0,,,,
410757176,70,3.894099823427263e-06,253607582912.09872,0.000717234635675596,,,,
410757179,23,2.468281212233413e-06,161307520267.1978,0.0006381242607423105,,,,
410757179,131,6.066707485796607e-07,39647246669.87236,0.0005341331241283097,,,,
410757180,3,6.10168030266921e-07,39875801598.64297,0.000534327545800394,,,,
410757239,15,6.19028022919246e-07,40454821297.55278,0.0005348244947277484,,,,
410757313,43,6.513178147006372e-07,42565029087.647896,0.0,,,,
410757313,140,1.8310690124469056e-06,119664323648.38092,0.0,,,,
410757357,34,5.932571904752344e-07,38770641611.63949,0.0,,,,
410757368,8,8.898590560660397e-07,58154215577.17884,0.0,,,,
410757466,7,7.261889437449284e-07,47458019442.99396,0.0005408180231657642,,,,
410757526,70,7.298129747773037e-07,47694857715.84006,0.0005410188622099978,,,,
410757530,8,8.951172866037785e-07,58497852325.225235,0.000550246102349366,,,,
410758057,10,1.1825551589937214e-06,77282539497.94287,0.0,,,,
410758057,14,1.3415046151886274e-06,87670230535.55356,0.0,,,,
410758093,62,1.1388293773783912e-06,74424965016.90074,0.0,,,,
410758150,58,7.160202911942473e-07,46793475986.89202,0.0,,,,
410758155,3,8.491816409574132e-07,55495858446.09863,0.0,,,,
410758200,19,7.127232456691583e-07,46578006924.76723,0.0,,,,
410758202,9,8.94573633822133e-07,58462323439.10847,0.0,,,,
410758214,9,7.549179400378607e-07,49164870637.92874,0.0,,,,
410758233,35,7.296929624654645e-07,47522065912.51803,0.0,,,,
410758597,20,2.5816764612972872e-06,168134551474.96042,0.0006444953923312595,,,,
410758597,42,9.106339068251346e-08,5951189704.526344,0.0005053614195537292,,,,
410758598,111,8.932849398605986e-07,58378104499.10757,0.0005501574624154765,,,,
410758631,11,8.2992617988785e-07,54237472383.22279,0.0005466144347212028,,,,
410759487,10,2.4521687016372943e-06,160254532821.2548,0.0,,,,
410759643,21,1.0657952143138058e-06,69411098954.19077,0.0,,,,
410759682,70,7.325791464042561e-07,47710031852.20791,0.0,,,,
410759991,78,2.505505503636311e-06,163173833122.47137,0.0,,,,
410760016,10,5.957771556011928e-07,38800650018.59244,0.0,,,,
410760019,36,6.053982218051272e-07,39427232657.88123,0.0,,,,
410760021,79,8.518278019970801e-07,55476233203.409164,0.0,,,,
410760026,26,8.942319678231348e-07,58237851674.47465,0.0,,,,
410760026,61,1.6275646647817458e-06,105996959344.80675,0.0,,,,
410760026,65,7.385278248651294e-08,4767805853.255362,0.0,,,,
410760026,146,1.1190590236113866e-06,72244484002.84666,0.0,,,,
410760027,5,2.4985814850195045e-07,16130402982.835457,0.0,,,,
410760027,101,9.008375404674429e-07,58156488539.307205,0.0,,,,
410760451,10,1.0764594368124929e-06,69494329540.85173,0.0005604298023154309,,,,
410760453,3,7.276356802313717e-07,46974880816.14438,0.0005409316695143871,,,,
410760652,10,7.129752143327856e-07,46028426901.08039,0.0005401062106936837,,,,
410760655,7,8.379819600081382e-07,54098642723.16122,0.0005467381915447542,,,,
410760665,17,9.24820267432986e-07,60229948713.8921,0.0005519442348967568,,,,
410760807,11,6.867438170332449e-07,44724955038.34969,0.0005386398397195447,,,,
410760812,3,8.471107976601158e-07,55169033048.62974,0.000547598675079063,,,,
410761356,8,1.1493107712347892e-06,74850142503.83644,0.0005644816998432039,,,,
410761381,26,8.946245853728945e-07,58263421329.16208,0.0005502469436086269,,,,
410761456,10,6.343013051120123e-07,41309578110.883736,0.0005357010398767645,,,,
410761552,13,1.6828341301069194e-06,109596444757.49065,0.0005942834351720985,,,,
410761943,29,1.0698455329703308e-06,69674880462.39078,0.0,,,,
410762524,2,1.1309900470504485e-06,73656984960.81776,0.0005634458999943025,,,,
410762605,4,1.3602210891026292e-08,885859115.778324,0.0005010101146313492,,,,
410762704,24,8.947999895225594e-07,58274844719.533745,0.0005502482236126565,,,,
410762705,18,1.8108499217956767e-08,1179336155.997601,0.0005012618409151426,,,,
410762742,4,5.919961992885786e-07,38554411032.68622,0.0005333106274018417,,,,
410762745,32,8.948684336631211e-07,58481589246.8654,0.0005502488488034614,,,,
410762750,3,7.936264094745006e-07,51865203809.19443,0.0005445908510928894,,,,
410762757,7,7.003611539589465e-07,45770117471.48829,0.0005393800841359518,,,,
410762831,76,1.0243454788421721e-06,66943194426.146576,0.0005574734013317069,,,,
410762862,16,5.770495347147765e-07,37711436223.2477,0.0005324840415849903,,,,
410762932,8,8.546815754781144e-07,55855291072.644264,0.0005479905005872099,,,,
410763301,38,2.463151807470117e-06,160972302562.3783,0.0006378240537195985,,,,
410763303,7,6.760039453512604e-08,4417832116.332713,0.0005040699107699165,,,,
410763350,25,7.251672724674171e-07,47391251013.41358,0.000540752928785296,,,,
410763360,6,6.483284566665246e-07,42369668069.10447,0.0005364624999595487,,,,
410763374,10,8.953139050781858e-07,58586323961.432106,0.0005502484415197092,,,,
410763383,26,8.489129213813449e-07,55550000000.0,0.0005476522203888623,,,,
410763391,15,7.031495774015292e-07,46011738119.26065,0.0005395112196276066,,,,
410763398,5,1.2698230760783959e-08,830929416.899143,0.0,,,,
410763514,55,9.604500393451825e-07,62848613022.4161,0.0005538752105537906,,,,
410763521,66,8.67186029469967e-07,56745730597.0455,0.0005486688743049182,,,,
410763522,141,1.6474467496887864e-06,107803361970.62292,0.0005922247570379427,,,,
410763524,9,8.390164018978523e-07,54902405124.881996,0.0005470877582248797,,,,
410763524,40,8.489129213813449e-07,55550000000.0,0.0005476385429665693,,,,
410763642,29,3.574746851352563e-09,233919383.945189,0.0,,,,
410763644,11,2.169599674593225e-08,1419712892.666804,0.0,,,,
410763644,35,5.0367108982447474e-08,3295853830.829016,0.0,,,,
410763808,23,1.001048165868064e-06,65505217571.06213,0.0005561263310234803,,,,
410763986,11,7.797997439622819e-07,51027466641.24069,0.0005438056529736314,,,,
410763986,51,8.514453494699958e-07,55550000000.0,0.0005477731043541144,,,,
410764034,5,5.300833809847558e-07,34583701504.77972,0.0005298359811297875,,,,
410764074,27,2.3773521784681965e-07,15510321783.554712,0.0005135219790853542,,,,
410764651,19,8.629874891912395e-07,56303032313.71713,0.0005484151224683525,,,,
410764651,153,1.6255408726817997e-06,106053816755.58914,0.0005909625342468043,,,,
410764652,89,4.79349316062945e-07,31273790393.09329,0.0005269974119861818,,,,
410764652,121,8.514431468843401e-07,55550000000.0,0.0005477619333490102,,,,
410764655,29,2.528413306208691e-08,1649591751.062293,0.0,,,,
410764670,91,4.2821570690925595e-08,2793772268.39556,0.0,,,,
410764672,43,8.514431468843401e-07,55550000000.0,0.000547757609258904,,,,
410764709,7,8.428656584777788e-07,54990386028.441185,0.0005472772319314433,,,,
410764711,3,2.696250401775929e-08,1759092317.164407,0.0,,,,
410764714,3,5.832852179470842e-07,38054794351.83233,0.0005327955861264477,,,,
410765002,27,3.8521726342932106e-08,2513241085.068666,0.0,,,,
410765241,51,1.5542638103296865e-06,101403546413.81876,0.0005869163890178689,,,,
410765244,3,5.0517772577426645e-08,3310869417.109394,0.0,,,,
410765246,10,1.2602211957878042e-08,825932657.567582,0.0,,,,
410765300,52,7.443061909115255e-06,487808642132.2748,0.0,,,,
410765301,56,6.142815924116491e-08,4007706513.738893,0.0,,,,
410765301,99,2.2055278670735e-07,14389342783.98457,0.0,,,,
410765301,129,4.014593480092888e-07,26192079721.965706,0.0,,,,
410765301,159,3.160580541851838e-07,20620313845.067455,0.0,,,,
410765301,183,6.295035365920834e-07,41070177833.541725,0.0,,,,
410765302,42,1.1298226193115056e-07,7371208134.379367,0.0,,,,
410765302,66,6.306015467317726e-08,4114181439.962712,0.0,,,,
410765302,96,2.449138218500585e-07,15978709622.075146,0.0,,,,
410765302,118,3.6969100862392307e-07,24191395818.048965,0.0,,,,
410765302,167,5.109852427994495e-07,33437238064.716663,0.0,,,,
410765302,197,3.2197667840964795e-07,21069122834.718616,0.0,,,,
410765302,245,2.2569741944390596e-07,14768916423.482721,0.0,,,,
410765303,38,5.912731991721692e-07,38691024839.95993,0.0,,,,
410765303,95,3.03039967635272e-07,19829965118.819553,0.0,,,,
410765761,18,8.543190762107983e-09,559039047.350744,0.000500727007402066,,,,
410766063,8,1.0007640381897532e-06,65486794116.070755,0.0005561166674078508,,,,
410766128,28,4.069104896849209e-07,26626919478.30904,0.0,,,,
410766188,14,1.386199395336772e-06,90708449686.54715,0.0005776288800548065,,,,
410766225,18,6.581239829239165e-07,43065526066.01075,0.0005369988985809304,,,,
410766430,90,6.218102078486532e-07,40568248358.554,0.0,,,,
410766431,43,1.852420891227667e-06,121216491491.40721,0.0,,,,
410766431,56,7.940492515271997e-08,5196004039.757694,0.0,,,,
410766436,6,6.840699963377924e-07,44763350102.17494,0.0,,,,
410766868,8,1.2367116551295217e-06,80926450641.56076,0.0005692885669272391,,,,
410767929,97,6.020654534583474e-07,39397235402.60729,0.0005338590801255377,,,,
410768158,29,9.370048850797223e-07,61314599299.51408,0.0005525513237515131,,,,
410768311,51,8.957508391763185e-07,58615066635.03309,0.0005503314090964613,,,,
410768323,16,7.970328837435655e-07,52000156268.7654,0.000544733946093424,,,,
410768399,6,6.511453381768258e-07,42482135968.893005,0.0005365961664297336,,,,
410768413,6,8.883787098099139e-07,57959756339.01524,0.0005498298655816683,,,,
410768425,42,8.301911682805618e-07,54163474762.51371,0.000546578736951735,,,,
410768442,22,8.959458335444067e-07,58453451925.13777,0.0005502470072304248,,,,
410768444,84,8.959908940204792e-07,58456391768.45554,0.0005502449838265107,,,,
410768636,43,8.960393940643795e-07,58459556016.64818,0.0005502495191588547,,,,
410768638,3,8.960756378673762e-07,58461920641.067116,0.0005502490175653914,,,,
410768948,24,7.673384222111054e-07,50062825110.291435,0.0005430635451405621,,,,
410770033,82,5.8100161829523055e-06,379058073512.0326,0.0008232773334597465,,,,
410770033,301,6.026003971052269e-08,3949364993.192863,0.0005036268457739204,,,,
410770033,328,5.960266418563466e-07,39062814522.950096,0.0005334951186817965,,,,
410770034,5,7.445092949009927e-07,48794175385.76956,0.0005417747666574985,,,,
410770034,44,2.411050770173218e-07,15801714625.93649,0.0005137104826227215,,,,
410770034,89,2.2538094471331927e-07,14771175350.355549,0.0005128317490937216,,,,
410770034,122,1.9735252027569105e-07,12934228696.817406,0.0005112687277904824,,,,
410770034,180,2.618406119555638e-07,17160694742.670803,0.0005148688580793984,,,,
410770034,201,1.071732088817309e-07,7023993369.386101,0.0005062706323421803,,,,
410770036,116,8.974849227362492e-07,58820000000.0,0.0005502991152485907,,,,
410770049,10,9.357715570536696e-09,613292564.493281,0.0,,,,
410770208,21,8.963271018876327e-07,58744117920.434814,0.0,,,,
410770209,4,8.225410949742549e-07,53908278546.76286,0.0,,,,
410770223,34,7.996911593112186e-07,52410723343.71599,0.0,,,,
410770234,9,8.302722683939508e-07,54414969644.32479,0.0,,,,
410770250,5,8.044300961119218e-07,52721307126.85914,0.0,,,,
410770684,4,1.181671192248249e-06,77445200211.42264,0.0,,,,
410770989,47,9.009448477225619e-07,59046759004.5685,0.0,,,,
410771122,11,1.1443330415572737e-06,74998106151.11542,0.0,,,,
410771126,78,7.41110565525646e-07,48571427062.32319,0.0,,,,
410771142,21,1.8148459649046742e-06,118942655137.02022,0.0,,,,
410771157,111,8.335074608822882e-07,54379836893.9138,0.0,,,,
410771160,13,8.722266887607354e-07,56905963408.077774,0.0,,,,
410771180,55,1.2928949341672606e-06,84351273312.6119,0.0,,,,
410771196,13,8.956822832480601e-07,58436257331.44631,0.0,,,,
410771222,35,8.863205274773896e-07,57825476053.84283,0.0,,,,
410771222,94,8.862745833896042e-07,57822478561.777954,0.0,,,,
410771263,27,1.0037732410086182e-06,65488346159.1865,0.0,,,,
410771414,3,8.939539435913059e-07,58323496698.767525,0.0,,,,
410771454,35,1.1943853006413507e-06,78156749536.92822,0.0,,,,
410771643,38,6.409560252409009e-07,41942109888.69215,0.0005360334806868932,,,,
410771646,18,6.239075039836523e-07,40826509248.62878,0.0005350806201494885,,,,
410771653,32,9.209206561642935e-07,60262098862.54221,0.0005517582485454735,,,,
410771711,53,5.951592593117226e-07,38829482597.57055,0.0005334730344844171,,,,
410771711,116,1.8921424196604535e-06,123447480664.74968,0.0006058487888182649,,,,
410771727,3,7.527184124558732e-07,49108983923.27268,0.0005422548831887883,,,,
410771731,14,7.667821651808242e-07,50026533693.600624,0.0005430414967118989,,,,
410771733,103,2.569459427402939e-06,167637113193.68005,0.0006436219831320923,,,,
410771741,294,8.043493287615978e-07,52477497031.02173,0.0005451301278686953,,,,
410771749,10,8.961694506943609e-07,58468041193.634926,0.0005502532698885474,,,,
410771769,13,7.452043314133797e-07,48839727179.034195,0.0005418231392234862,,,,
410771797,62,8.609131631609132e-07,56423134221.282684,0.000548276781772877,,,,
410772579,32,1.1679480174688269e-06,76545801101.66977,0.0,,,,
410772588,56,5.835541339736577e-07,38245382502.56243,0.0,,,,
410772593,13,8.959126312607478e-07,58451285736.04575,0.0,,,,
410772618,12,1.1514523983473748e-06,75123255101.94684,0.0,,,,
410772626,11,6.847413202970052e-07,44674010803.52536,0.0,,,,
410772686,105,7.463627260146517e-07,48694325137.06741,0.0,,,,
410772743,25,9.435828895563859e-08,6156139691.377118,0.0,,,,
410772948,23,1.6134192121859757e-08,1052629732.999726,0.0,,,,
410773073,19,7.322052394083994e-09,477706599.647595,0.0,,,,
410773514,32,1.611819405201536e-06,105158598417.97276,0.0,,,,
410773894,7,1.5095627571927921e-06,98487152628.93604,0.0,,,,
410773897,3,6.415651322669474e-07,41857102529.79476,0.0,,,,
410773994,18,6.298989456716923e-07,41095975180.613754,0.0,,,,
410774001,12,1.1413971810315387e-06,74467230887.1315,0.0,1.527188657537491e-06,1.0,74467230887.1315,0.0
410774010,17,8.954569366855368e-07,58595834597.14049,0.0,1.527188657537491e-06,1.0,58595834597.14049,0.0
410774125,98,8.013202823407087e-07,52435833371.470345,0.0,1.527188657537491e-06,1.0,52435833371.470345,0.0
410774192,50,8.011660207126704e-07,52425738984.49214,0.0,1.527188657537491e-06,1.0,52425738984.49214,0.0
410774200,32,7.801388123593874e-07,51049785801.00448,0.0,1.527188657537491e-06,1.0,51049785801.00448,0.0
410774304,36,6.078781757071158e-07,39777601333.66888,0.0,1.527188657537491e-06,1.0,39777601333.66888,0.0
410774304,140,1.9475401432199427e-06,127440790760.75378,0.0,1.527188657537491e-06,0.7841628645520659,99934335543.73314,0.0
410774305,59,1.830136809095952e-07,11975829251.249014,0.0,1.53709140994209e-06,1.0,11975829251.249014,0.0
410774306,89,8.650121124992323e-07,56603622789.65498,0.0,1.53709140994209e-06,1.0,56603622789.65498,0.0
410774415,18,7.085478036694992e-09,463650994.336596,0.0,1.53709140994209e-06,1.0,463650994.336596,0.0
410774446,7,7.092926513319546e-08,4641383987.961656,0.0,1.53709140994209e-06,1.0,4641383987.961656,0.0
410774959,7,9.134699577562639e-08,5977467038.015118,0.0005053987661527024,1.53709140994209e-06,1.0,5977467038.015118,3021004.465731289
410774961,3,7.563966577743221e-07,49496275724.452614,0.0005424843049819755,1.53709140994209e-06,1.0,49496275724.452614,26850952.735575903
410774963,11,8.18862256754295e-07,53583832800.0,0.0005459692838114457,1.53709140994209e-06,1.0,53583832800.0,29255126.817688253
410774992,36,1.1135383692986575e-08,728665331.741961,0.0005008718120673005,1.53709140994209e-06,1.0,728665331.741961,364967.9251002167
410775150,3,8.731738669704878e-08,5713781787.736629,0.0,1.53709140994209e-06,1.0,5713781787.736629,0.0
410775152,35,7.21601878635459e-09,472194121.710147,0.0,1.53709140994209e-06,1.0,472194121.710147,0.0
410775155,34,7.094136281201783e-08,4642185046.591919,0.0,1.53709140994209e-06,1.0,4642185046.591919,0.0
410775162,3,1.138742753145177e-07,7451583069.489519,0.0,1.53709140994209e-06,1.0,7451583069.489519,0.0
410775162,81,2.2144128594988203e-08,1449043809.686278,0.0,1.53709140994209e-06,1.0,1449043809.686278,0.0
410775197,18,5.0490769359761185e-08,3303960978.785967,0.0,1.53709140994209e-06,1.0,3303960978.785967,0.0
410775198,15,5.008396256322954e-08,3277340790.607241,0.0,1.53709140994209e-06,1.0,3277340790.607241,0.0
410775204,30,5.0507983900818874e-08,3305087445.517283,0.0,1.53709140994209e-06,1.0,3305087445.517283,0.0
410775204,36,1.1362861323478565e-07,7435507696.986897,0.0,1.53709140994209e-06,1.0,7435507696.986897,0.0
410775299,21,8.270487007680727e-08,5411952857.01281,0.0005048737270415016,1.53709140994209e-06,1.0,5411952857.01281,2732352.80949296
410775664,27,1.1670390872216186e-06,76367455948.7136,0.0005654082231982927,1.527188657537491e-06,1.0,76367455948.7136,43178787.57813604
410775665,15,1.321303402426974e-06,86462039262.07121,0.0005740172899683219,1.527188657537491e-06,1.0,86462039262.07121,49630705.46234877
410775665,19,2.467015940320701e-07,16143395127.899315,0.0005140291395997163,1.527188657537491e-06,1.0,16143395127.899315,8298175.507812336
410775689,17,8.20566378840008e-07,53695345318.935196,0.0005460579987650714,1.527188657537491e-06,1.0,53695345318.935196,29320772.807857197
410775698,6,7.865454864375465e-07,51469122538.28592,0.0005441589058190207,1.527188657537491e-06,1.0,51469122538.28592,28007381.403898764
410775720,14,8.956722981333318e-07,58610046159.65465,0.0005502474290249459,1.527188657537491e-06,1.0,58610046159.65465,32250027.214383375
410775792,17,8.957209209758257e-07,58613227889.23244,0.0005502555667231742,1.527188657537491e-06,1.0,58613227889.23244,32252254.929664154
410775842,3,8.208426989665274e-07,53553669379.31729,0.000546064647642326,1.527188657537491e-06,1.0,53553669379.31729,29243765.59957052
410775848,9,7.185265289445828e-07,46878326651.152664,0.0005403511514259355,1.5228290931271863e-06,1.0,46878326651.152664,25330757.78287146
